precision,recall,threshold
0.026009410439958174,1.0,0.00038892573025484686
0.02601019495078473,1.0,0.0003891614483956491
0.0260125487672445,1.0,0.0003892192758734148
0.02601281032870459,1.0,0.0003897140037630557
0.026013071895424837,1.0,0.00038978820854413526
0.026013333467405402,1.0,0.0003899644532689512
0.026013595044646447,1.0,0.00039053354982186586
0.02601385662714813,1.0,0.0003912321235757172
0.026014118214910606,1.0,0.0003914726559077883
0.026014379807934033,1.0,0.00039164601475152937
0.026014641406218574,1.0,0.0003920291879608004
0.026014903009764386,1.0,0.0003921472356591578
0.02601516461857163,1.0,0.0003923392779493466
0.02601542623264046,1.0,0.000392943193255788
0.026015687851971038,1.0,0.00039342188840545643
0.02601594947656352,1.0,0.00039350839839303827
0.02601621110641807,1.0,0.00039351992800149374
0.026016472741534843,1.0,0.0003935889927667215
0.026016734381913997,1.0,0.0003942709468513649
0.02601699602755569,1.0,0.0003943952249602187
0.026017257678460085,1.0,0.0003948655147554607
0.026017519334627336,1.0,0.0003949669632136082
0.026018042662751054,1.0,0.00039552053772707837
0.02601856601192811,1.0,0.0003956039198186935
0.026018827694412036,1.0,0.0003956100200328155
0.026019089382159775,1.0,0.00039606919308605597
0.026019351075171483,1.0,0.0003961373668378655
0.02601961277344732,1.0,0.0003961476858144874
0.026019874476987448,1.0,0.0003967020636167306
0.02602013618579202,1.0,0.00039683061108982206
0.02602065961919514,1.0,0.00039694523769887876
0.026020921343794006,1.0,0.00039721271770141883
0.02602118307365795,1.0,0.0003972224979869065
0.026021444808787143,1.0,0.0003972404780688379
0.02602170654918173,1.0,0.00039790079457721514
0.02602223004576774,1.0,0.00039791246493478
0.026022491801959483,1.0,0.00039817884939597604
0.02602275356341726,1.0,0.0003984926219704537
0.02602301533014123,1.0,0.00039850801507771534
0.026023277102131554,1.0,0.00039856141488706624
0.02602353887938839,1.0,0.0003987840436730884
0.0260238006619119,1.0,0.00039918285168671355
0.026024062449702238,1.0,0.00039991064445403746
0.026024324242759564,1.0,0.0003999869329772501
0.026024586041084038,1.0,0.0004005264300758964
0.026024847844675823,1.0,0.0004016838291170305
0.026025109653535067,1.0,0.000402871956556959
0.026025371467661942,1.0,0.0004029097888744526
0.0260256332870566,1.0,0.00040294238677960584
0.026025895111719197,1.0,0.00040297036235990765
0.0260261569416499,1.0,0.0004032422845176823
0.026029037418627814,1.0,0.000403873845219299
0.02602956121021864,1.0,0.00040387677270683147
0.026029823113919465,1.0,0.0004039992825768468
0.026030085022890777,1.0,0.00040408872177511275
0.02603034693713274,1.0,0.0004041528112025947
0.0260306088566455,1.0,0.0004042531089310207
0.02603087078142923,1.0,0.00040453253566637127
0.026031394646810223,1.0,0.00040458706029900026
0.026031918533276983,1.0,0.00040465470294594235
0.026032442440830784,1.0,0.0004047443421447957
0.026032704402515722,1.0,0.00040487817264814357
0.026033752301979452,1.0,0.00040507771301215843
0.02603401429002717,1.0,0.00040548732186539393
0.026034276283347927,1.0,0.0004059800008927389
0.026034538281941872,1.0,0.00040628063202113944
0.026034800285809172,1.0,0.0004064769011705109
0.026035062294949982,1.0,0.00040649840947782
0.026035324309364463,1.0,0.00040674039835234406
0.026035586329052774,1.0,0.00040730894076024976
0.026035848354015075,1.0,0.00040733156292444613
0.026036110384251524,1.0,0.0004073804131270855
0.026036372419762283,1.0,0.0004074675676686905
0.026036634460547502,1.0,0.00040761908496956265
0.026036896506607354,1.0,0.0004078299631762395
0.026037420614551568,1.0,0.0004079801682104164
0.02603768267643625,1.0,0.00040854672219601466
0.026037944743596195,1.0,0.0004085690277332204
0.026038206816031563,1.0,0.0004086281738072163
0.026038468893742513,1.0,0.0004089828620256189
0.026038993064991797,1.0,0.0004091816415159392
0.026039255158530446,1.0,0.00040934712659345914
0.026039517257345317,1.0,0.0004097880074933397
0.026039779361436567,1.0,0.00041054131020101846
0.026040041470804354,1.0,0.00041074485458608776
0.026040303585448836,1.0,0.00041122074897575794
0.026040565705370174,1.0,0.00041133928648790457
0.02604108996104406,1.0,0.0004119252705406288
0.026041352096796925,1.0,0.00041226560110213235
0.026041614237827283,1.0,0.0004123948478933057
0.02604187638413529,1.0,0.00041242721522778437
0.026042138535721116,1.0,0.00041255654302308316
0.026042400692584913,1.0,0.0004128975852026596
0.02604266285472684,1.0,0.00041320524022303356
0.026042925022147057,1.0,0.0004137527070150721
0.026043449372823,1.0,0.00041395813936939674
0.026043711556079048,1.0,0.00041431386763565655
0.02604397374461402,1.0,0.00041466797649670963
0.026044235938428084,1.0,0.0004147958222305204
0.026044498137521393,1.0,0.000415032821053123
0.02604476034189411,1.0,0.00041547626086360233
0.026045022551546393,1.0,0.00041550353132496234
0.0260452847664784,1.0,0.00041590294651601287
0.02604554698669029,1.0,0.00041608128466258886
0.02604580921218223,1.0,0.00041648290894306196
0.02604607144295437,1.0,0.00041660537982504225
0.026046595920339904,1.0,0.0004168968386040394
0.026046858166953617,1.0,0.00041693565275014035
0.026047120418848168,1.0,0.00041708245769502456
0.02604738267602372,1.0,0.00041769265313282197
0.026047644938480437,1.0,0.00041847639674958006
0.02604790720621847,1.0,0.00041859779581706155
0.02604816947923799,1.0,0.0004189573848695024
0.026048694041122096,1.0,0.0004194720521968064
0.02604895632998701,1.0,0.00041994488407110013
0.02604948092356335,1.0,0.0004199519767411515
0.026049743228275097,1.0,0.0004203586232147613
0.02605026785354654,1.0,0.0004209660582690743
0.026050530174106558,1.0,0.00042116294977760795
0.02605079249994965,1.0,0.00042122521268713045
0.02605105483107598,1.0,0.00042132321745019975
0.0260513171674857,1.0,0.00042134533800043276
0.026051841856155968,1.0,0.00042158629421560804
0.026052104208416832,1.0,0.00042177610223331666
0.026053153670302226,1.0,0.00042206142457094513
0.026053416048984854,1.0,0.0004221959483126492
0.026053678432952313,1.0,0.00042246607000670126
0.02605420321674237,1.0,0.00042274441169899447
0.026054465616565284,1.0,0.00042280481393673375
0.026054728021673666,1.0,0.0004228903366950696
0.02605499043206768,1.0,0.00042317995194385684
0.026055252847747484,1.0,0.00042326067134876386
0.0260557776949651,1.0,0.00042329330205554045
0.026056040126503234,1.0,0.0004233077482870693
0.02605656500543894,1.0,0.000423874928152005
0.02605682745283684,1.0,0.00042477748501591604
0.026057089905521646,1.0,0.0004251771925610953
0.02605735236349352,1.0,0.00042524562874501134
0.026057614826752618,1.0,0.00042556889130460464
0.026057877295299108,1.0,0.00042567918716299364
0.02605813976913314,1.0,0.000425798325222974
0.026058402248254883,1.0,0.00042590486545043593
0.02605866473266449,1.0,0.0004259375438850367
0.026058927222362124,1.0,0.0004262279778996428
0.026059189717347945,1.0,0.00042629509476286296
0.02605945221762211,1.0,0.00042648704922070187
0.026059714723184784,1.0,0.00042658081583978524
0.026059977234036122,1.0,0.00042664633239760443
0.026062077511257973,1.0,0.00042673906039357283
0.026062340069714494,1.0,0.00042688578621987355
0.026062602633461277,1.0,0.00042708924485747616
0.026062865202498488,1.0,0.0004272747076470328
0.026063127776826282,1.0,0.0004278675588178245
0.02606339035644482,1.0,0.00042799826735355245
0.02606365294135426,1.0,0.00042838559259870463
0.02606391553155477,1.0,0.00042883176772522255
0.026064178127046495,1.0,0.0004289633496537901
0.02606444072782961,1.0,0.0004289973585497244
0.026065228561928847,1.0,0.0004291257145046739
0.026065491183879092,1.0,0.0004293492224244884
0.026066016443656297,1.0,0.00042936176317735124
0.02606627908148357,1.0,0.00042958526515368055
0.02606654172460351,1.0,0.00042963502992177403
0.026066804373016273,1.0,0.00042984649198264804
0.02606706702672202,1.0,0.0004298987661146704
0.026067329685720907,1.0,0.00043000227893262837
0.0260675923500131,1.0,0.00043000575598049973
0.026067855019598754,1.0,0.0004300752043563495
0.026068117694478032,1.0,0.00043011710918524867
0.026068380374651094,1.0,0.000430500305311312
0.0260686430601181,1.0,0.0004305775714812448
0.02606890575087921,1.0,0.00043075561267487465
0.02606916844693458,1.0,0.0004308682054365589
0.026069431148284375,1.0,0.0004309246543104122
0.026069693854928754,1.0,0.0004309730346240353
0.026069956566867877,1.0,0.00043118289557833253
0.026070219284101904,1.0,0.0004311886049301141
0.026070482006630993,1.0,0.0004318932330805055
0.026070744734455305,1.0,0.00043228986295594827
0.026071007467575003,1.0,0.0004329592818884137
0.026071270205990246,1.0,0.0004331348329629092
0.02607153294970119,1.0,0.0004334978466295779
0.026071795698708,1.0,0.00043357747301073403
0.026072058453010832,1.0,0.0004342221135572028
0.026072321212609852,1.0,0.00043447036023486213
0.026072583977505216,1.0,0.00043479969315790535
0.026073109523185617,1.0,0.00043519675612768027
